product_id,inventory_id,store_id,transaction_id,film_title,film_description,special_features,film_category,film_language,rating,length_of_film,number_of_days_rented,rental_rate,replacement_cost
751,3426,2,3791,"RUNAWAY TENENBAUMS","A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House",Commentaries,New,English,NC-17,181,6,0.99,17.99
752,3428,2,6701,"RUNNER MADIGAN","A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback","Commentaries,Deleted Scenes,Behind the Scenes",Music,English,NC-17,101,6,0.99,27.99
753,3431,1,2762,"RUSH GOODFELLAS","A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia","Deleted Scenes",Family,English,PG,48,3,0.99,20.99
754,3439,2,1524,"RUSHMORE MERMAID","A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank","Trailers,Commentaries,Deleted Scenes",Comedy,English,PG-13,150,6,2.99,17.99
755,3441,1,6593,"SABRINA MIDNIGHT","A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert","Trailers,Behind the Scenes",Children,English,PG,99,5,4.99,11.99
756,3448,2,301,"SADDLE ANTITRUST","A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House","Trailers,Deleted Scenes",Comedy,English,PG-13,80,7,2.99,10.99
757,3451,1,9545,"SAGEBRUSH CLUELESS","A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan",Trailers,Documentary,English,G,106,4,2.99,28.99
758,3456,2,2913,"SAINTS BRIDE","A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico","Deleted Scenes",Drama,English,G,125,5,2.99,11.99
759,3459,1,10229,"SALUTE APOLLO","A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",New,English,R,73,4,2.99,29.99
760,3465,1,7265,"SAMURAI LION","A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon",Commentaries,New,English,G,110,5,2.99,21.99
761,3472,2,11128,"SANTA PARIS","A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory","Commentaries,Behind the Scenes",Children,English,PG,154,7,2.99,23.99
762,3475,2,4047,"SASSY PACKER","A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",Games,English,G,154,6,0.99,29.99
763,3479,1,5159,"SATISFACTION CONFIDENTIAL","A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China","Commentaries,Deleted Scenes,Behind the Scenes",Sports,English,G,75,3,4.99,26.99
764,3484,1,5451,"SATURDAY LAMBS","A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon","Commentaries,Deleted Scenes",Sports,English,G,150,3,4.99,28.99
765,3492,1,6838,"SATURN NAME","A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Comedy,English,R,182,7,4.99,18.99
766,3496,1,2664,"SAVANNAH TOWN","A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico","Commentaries,Deleted Scenes,Behind the Scenes",Drama,English,PG-13,84,5,0.99,25.99
767,3499,1,454,"SCALAWAG DUCK","A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery","Commentaries,Behind the Scenes",Music,English,NC-17,183,6,4.99,13.99
768,3507,1,7226,"SCARFACE BANG","A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory","Commentaries,Deleted Scenes",Children,English,PG-13,102,3,4.99,11.99
769,3513,2,8944,"SCHOOL JACKET","A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse",Trailers,Foreign,English,PG-13,151,5,4.99,21.99
770,3515,2,580,"SCISSORHANDS SLUMS","A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies","Commentaries,Deleted Scenes,Behind the Scenes",Foreign,English,G,147,5,2.99,13.99
771,3518,1,824,"SCORPION APOLLO","A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House","Commentaries,Deleted Scenes",Drama,English,NC-17,137,3,4.99,23.99
772,3525,1,4235,"SEA VIRGIN","A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat","Deleted Scenes",Drama,English,PG,80,4,2.99,24.99
773,3531,1,6104,"SEABISCUIT PUNK","A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",Sports,English,NC-17,112,6,2.99,28.99
774,3539,1,10323,"SEARCHERS WAIT","A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Comedy,English,NC-17,182,3,2.99,22.99
775,3543,1,900,"SEATTLE EXPECATIONS","A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert",Trailers,Drama,English,PG-13,110,4,4.99,18.99
776,3548,1,641,"SECRET GROUNDHOG","A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans","Commentaries,Deleted Scenes",Documentary,English,PG,90,6,4.99,11.99
777,3553,1,5805,"SECRETARY ROUGE","A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory","Commentaries,Behind the Scenes",Sports,English,PG,158,5,4.99,10.99
778,3559,1,9787,"SECRETS PARADISE","A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse","Trailers,Commentaries",Family,English,G,109,3,4.99,24.99
779,3565,2,6899,"SENSE GREEK","A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House","Deleted Scenes,Behind the Scenes",Sports,English,R,54,4,4.99,23.99
780,3567,2,4351,"SENSIBILITY REAR","A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory","Behind the Scenes",Family,English,PG,98,7,4.99,15.99
781,3570,2,7065,"SEVEN SWARM","A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin","Deleted Scenes",Games,English,R,127,4,4.99,15.99
782,3572,1,992,"SHAKESPEARE SADDLE","A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention","Commentaries,Behind the Scenes",Sports,English,PG-13,60,6,2.99,26.99
783,3578,1,221,"SHANE DARKNESS","A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin","Commentaries,Deleted Scenes",Travel,English,PG,93,5,2.99,22.99
784,3582,1,5726,"SHANGHAI TYCOON","A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House","Commentaries,Deleted Scenes,Behind the Scenes",Travel,English,PG,47,7,2.99,20.99
785,3588,1,2012,"SHAWSHANK BUBBLE","A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park","Commentaries,Deleted Scenes",Travel,English,PG,80,6,4.99,20.99
786,3594,1,10665,"SHEPHERD MIDSUMMER","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon","Deleted Scenes",Children,English,R,113,7,0.99,14.99
787,3601,1,11310,"SHINING ROSES","A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Travel,English,G,125,4,0.99,12.99
788,3604,1,868,"SHIP WONDERLAND","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",Commentaries,Documentary,English,R,104,5,2.99,15.99
789,3608,1,1312,"SHOCK CABIN","A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans","Trailers,Commentaries,Behind the Scenes",Foreign,English,PG-13,79,7,2.99,15.99
790,3616,1,4602,"SHOOTIST SUPERFLY","A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin",Trailers,Drama,English,PG-13,67,6,0.99,22.99
791,3623,1,2227,"SHOW LORD","A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan","Deleted Scenes",Documentary,English,PG-13,167,3,4.99,24.99
792,3629,2,917,"SHREK LICENSE","A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat",Commentaries,Foreign,English,PG-13,154,7,2.99,15.99
793,3632,1,550,"SHRUNK DIVINE","A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",Action,English,R,139,6,2.99,14.99
794,3636,1,8522,"SIDE ARK","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies","Deleted Scenes,Behind the Scenes",Action,English,G,52,5,0.99,28.99
795,3640,1,2155,"SIEGE MADRE","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft","Trailers,Deleted Scenes",Family,English,R,111,7,0.99,23.99
796,3644,1,2782,"SIERRA DIVIDE","A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California","Commentaries,Deleted Scenes",Sports,English,NC-17,135,3,0.99,12.99
797,3649,1,5127,"SILENCE KANE","A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",Music,English,R,67,7,0.99,23.99
798,3654,1,8778,"SILVERADO GOLDFINGER","A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India","Trailers,Commentaries",Sci-Fi,English,PG,74,4,4.99,11.99
799,3658,1,4545,"SIMON NORTH","A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank","Trailers,Commentaries",Horror,English,NC-17,51,3,0.99,26.99
800,3660,1,624,"SINNERS ATLANTIS","A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes",Horror,English,PG-13,126,7,2.99,19.99
801,NULL,NULL,NULL,"SISTER FREDDY","A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia","Trailers,Behind the Scenes",Children,English,PG-13,152,5,4.99,19.99
802,NULL,NULL,NULL,"SKY MIRACLE","A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House","Trailers,Commentaries,Deleted Scenes",Action,English,PG,132,7,2.99,15.99
803,3666,1,6368,"SLACKER LIAISONS","A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China","Trailers,Commentaries,Behind the Scenes",Drama,English,R,179,7,4.99,29.99
804,3672,1,933,"SLEEPING SUSPECTS","A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention","Trailers,Commentaries",Horror,English,PG-13,129,7,4.99,13.99
805,3679,1,3701,"SLEEPLESS MONSOON","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia","Trailers,Deleted Scenes,Behind the Scenes",Animation,English,G,64,5,4.99,12.99
806,3684,1,5180,"SLEEPY JAPANESE","A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback","Trailers,Commentaries,Deleted Scenes",New,English,PG,137,4,2.99,25.99
807,3689,1,736,"SLEUTH ORIENT","A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India","Deleted Scenes,Behind the Scenes",Games,English,NC-17,87,4,0.99,25.99
808,3694,2,2795,"SLING LUKE","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park","Behind the Scenes",Classics,English,R,84,5,0.99,10.99
809,3696,2,1317,"SLIPPER FIDELITY","A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention","Trailers,Deleted Scenes",Sports,English,PG-13,156,5,0.99,14.99
810,3700,1,1811,"SLUMS DUCK","A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",Family,English,PG,147,5,0.99,21.99
811,3707,1,1894,"SMILE EARRING","A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin","Commentaries,Behind the Scenes",Travel,English,G,60,4,2.99,29.99
812,3710,1,8700,"SMOKING BARBARELLA","A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention","Behind the Scenes",Documentary,English,PG-13,50,7,0.99,13.99
813,3716,2,5087,"SMOOCHY CONTROL","A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China","Behind the Scenes",Sports,English,R,184,7,0.99,18.99
814,3720,1,7604,"SNATCH SLIPPER","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin",Commentaries,Comedy,English,PG,110,6,4.99,15.99
815,3727,1,4381,"SNATCHERS MONTEZUMA","A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies",Commentaries,Classics,English,PG-13,74,4,2.99,14.99
816,3730,1,4975,"SNOWMAN ROLLERCOASTER","A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse",Trailers,Animation,English,G,62,3,0.99,27.99
817,3737,1,943,"SOLDIERS EVOLUTION","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Sci-Fi,English,R,185,7,4.99,27.99
818,3739,1,2434,"SOMETHING DUCK","A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station","Commentaries,Behind the Scenes",Drama,English,NC-17,180,4,4.99,17.99
819,3744,1,30,"SONG HEDWIG","A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention","Trailers,Deleted Scenes",Music,English,PG-13,165,3,0.99,29.99
820,3747,1,8217,"SONS INTERVIEW","A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China","Commentaries,Behind the Scenes",Animation,English,NC-17,184,3,2.99,11.99
821,3753,2,8925,"SORORITY QUEEN","A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat","Trailers,Deleted Scenes",Foreign,English,NC-17,184,6,0.99,17.99
822,3757,2,815,"SOUP WISDOM","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention","Behind the Scenes",Family,English,R,169,6,0.99,12.99
823,3759,1,390,"SOUTH WAIT","A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park","Commentaries,Behind the Scenes",Action,English,R,143,4,2.99,21.99
824,3766,2,7209,"SPARTACUS CHEAPER","A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",Family,English,NC-17,52,4,4.99,19.99
825,3770,1,724,"SPEAKEASY DATE","A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",Action,English,PG-13,165,6,2.99,22.99
826,3773,2,3262,"SPEED SUIT","A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China","Commentaries,Behind the Scenes",Travel,English,PG-13,124,7,4.99,19.99
827,3775,1,909,"SPICE SORORITY","A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Drama,English,NC-17,141,5,4.99,22.99
828,3781,2,8740,"SPIKING ELEMENT","A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery","Trailers,Deleted Scenes,Behind the Scenes",Classics,English,G,79,7,2.99,12.99
829,3785,1,5154,"SPINAL ROCKY","A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California","Commentaries,Deleted Scenes",Family,English,PG-13,138,7,2.99,12.99
830,3790,2,5434,"SPIRIT FLINTSTONES","A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan","Commentaries,Deleted Scenes",Horror,English,R,149,7,0.99,23.99
831,3794,1,1788,"SPIRITED CASUALTIES","A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory","Commentaries,Behind the Scenes",Sci-Fi,English,PG-13,138,5,0.99,20.99
832,3797,1,1848,"SPLASH GUMP","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Family,English,PG,175,5,0.99,16.99
833,3801,1,10624,"SPLENDOR PATTON","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Children,English,R,134,5,0.99,20.99
834,3808,2,10764,"SPOILERS HELLFIGHTERS","A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Documentary,English,G,151,4,0.99,26.99
835,3811,1,10525,"SPY MILE","A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Games,English,PG-13,112,6,2.99,13.99
836,3819,1,4918,"SQUAD FISH","A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin","Commentaries,Deleted Scenes,Behind the Scenes",Sports,English,PG,136,3,2.99,14.99
837,3822,2,7389,"STAGE WORLD","A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat","Commentaries,Behind the Scenes",Comedy,English,PG,85,4,2.99,19.99
838,3825,1,3359,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California","Trailers,Deleted Scenes",Action,English,R,112,5,4.99,25.99
839,3831,2,9307,"STALLION SUNDANCE","A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia","Deleted Scenes,Behind the Scenes",Sci-Fi,English,PG-13,130,5,0.99,23.99
840,3833,1,1565,"STAMPEDE DISTURBING","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",Games,English,R,75,5,0.99,26.99
841,3837,1,3580,"STAR OPERATION","A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank",Commentaries,Sports,English,PG,181,5,2.99,9.99
842,3844,1,1315,"STATE WASTELAND","A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Games,English,NC-17,113,4,2.99,13.99
843,3848,1,3694,"STEEL SANTA","A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria","Commentaries,Deleted Scenes",Classics,English,NC-17,143,4,4.99,15.99
844,3855,1,1919,"STEERS ARMAGEDDON","A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Sports,English,PG,140,6,4.99,16.99
845,3859,1,6409,"STEPMOM DREAM","A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention","Deleted Scenes,Behind the Scenes",Foreign,English,NC-17,48,7,4.99,9.99
846,3866,1,3291,"STING PERSONAL","A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",New,English,NC-17,93,3,4.99,9.99
847,3874,2,4798,"STOCK GLASS","A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China",Commentaries,New,English,PG,160,7,2.99,10.99
848,3878,1,296,"STONE FIRE","A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia",Trailers,Travel,English,G,94,3,0.99,19.99
849,3881,1,5861,"STORM HAPPINESS","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank","Trailers,Commentaries,Behind the Scenes",Animation,English,NC-17,57,6,0.99,28.99
850,3889,1,4700,"STORY SIDE","A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft","Trailers,Behind the Scenes",Action,English,R,163,7,0.99,27.99
851,3896,1,8432,"STRAIGHT HOURS","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback","Commentaries,Behind the Scenes",Sports,English,R,151,3,0.99,19.99
852,3902,1,7149,"STRANGELOVE DESIRE","A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park","Trailers,Commentaries,Deleted Scenes",Children,English,NC-17,103,4,0.99,27.99
853,3909,1,804,"STRANGER STRANGERS","A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station","Commentaries,Deleted Scenes",Children,English,G,139,3,4.99,12.99
854,3912,2,831,"STRANGERS GRAFFITI","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico","Trailers,Behind the Scenes",Horror,English,R,119,4,4.99,22.99
855,3916,1,2554,"STREAK RIDGEMONT","A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans","Trailers,Behind the Scenes",Documentary,English,PG-13,132,7,0.99,28.99
856,3920,1,5921,"STREETCAR INTENTIONS","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",Commentaries,Horror,English,R,73,5,4.99,11.99
857,3928,1,1696,"STRICTLY SCARFACE","A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House","Commentaries,Deleted Scenes,Behind the Scenes",Comedy,English,PG-13,144,3,2.99,24.99
858,3935,2,8841,"SUBMARINE BED","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",Trailers,Comedy,English,R,127,5,4.99,21.99
859,3939,1,11151,"SUGAR WONKA","A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park","Trailers,Commentaries,Behind the Scenes",Animation,English,PG,114,3,4.99,20.99
860,NULL,NULL,NULL,"SUICIDES SILENCE","A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat","Deleted Scenes",Sci-Fi,English,G,93,4,4.99,13.99
861,3945,1,6447,"SUIT WALLS","A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",Commentaries,Games,English,R,111,3,4.99,12.99
862,3951,1,2098,"SUMMER SCARFACE","A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank","Deleted Scenes,Behind the Scenes",Classics,English,G,53,5,0.99,25.99
863,3956,1,6251,"SUN CONFESSIONS","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park","Trailers,Behind the Scenes",Sci-Fi,English,R,141,5,0.99,9.99
864,3963,1,1136,"SUNDANCE INVASION","A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory","Commentaries,Behind the Scenes",Children,English,NC-17,92,5,0.99,21.99
865,3969,1,856,"SUNRISE LEAGUE","A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse","Behind the Scenes",Animation,English,PG-13,135,3,4.99,19.99
866,3975,2,1019,"SUNSET RACER","A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California","Commentaries,Behind the Scenes",Family,English,NC-17,48,6,0.99,28.99
867,3977,1,9108,"SUPER WYOMING","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback","Trailers,Commentaries,Behind the Scenes",Family,English,PG,58,5,4.99,10.99
868,3981,1,5964,"SUPERFLY TRIP","A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House","Commentaries,Behind the Scenes",Travel,English,PG,114,5,0.99,27.99
869,3984,1,3353,"SUSPECTS QUILLS","A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse",Trailers,Action,English,PG,47,4,2.99,22.99
870,3991,1,5403,"SWARM GOLD","A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention","Trailers,Commentaries",Horror,English,PG-13,123,4,0.99,12.99
871,3999,1,863,"SWEDEN SHINING","A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies","Deleted Scenes,Behind the Scenes",Comedy,English,PG,176,6,4.99,19.99
872,4004,2,187,"SWEET BROTHERHOOD","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon","Deleted Scenes",Travel,English,R,185,3,2.99,27.99
873,4007,1,5811,"SWEETHEARTS SUSPECTS","A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Children,English,G,108,3,0.99,13.99
874,NULL,NULL,NULL,"TADPOLE PARK","A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park","Trailers,Commentaries",Classics,English,PG,155,6,2.99,13.99
875,4015,1,5850,"TALENTED HOMICIDE","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",Sports,English,PG,173,6,0.99,9.99
876,4022,1,3419,"TARZAN VIDEOTAPE","A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert",Trailers,Horror,English,PG-13,91,3,2.99,11.99
877,4024,1,2030,"TAXI KICK","A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia","Commentaries,Deleted Scenes",Music,English,PG-13,64,4,0.99,23.99
878,4029,2,68,"TEEN APOLLO","A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank","Trailers,Deleted Scenes,Behind the Scenes",Travel,English,G,74,3,4.99,25.99
879,4033,1,2091,"TELEGRAPH VOYAGE","A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat",Commentaries,Music,English,PG,148,3,4.99,20.99
880,4040,1,5628,"TELEMARK HEARTBREAKERS","A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Animation,English,PG-13,152,6,2.99,9.99
881,4048,2,9087,"TEMPLE ATTRACTION","A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia","Commentaries,Deleted Scenes",Horror,English,PG,71,5,4.99,13.99
882,4052,1,919,"TENENBAUMS COMMAND","A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico","Trailers,Commentaries",Drama,English,PG-13,99,4,0.99,24.99
883,4056,2,4810,"TEQUILA PAST","A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria","Commentaries,Behind the Scenes",Children,English,PG,53,6,4.99,17.99
884,4058,2,9742,"TERMINATOR CLUB","A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico","Trailers,Deleted Scenes,Behind the Scenes",Music,English,R,88,5,4.99,11.99
885,4061,1,6646,"TEXAS WATCH","A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park",Trailers,Horror,English,NC-17,179,7,0.99,22.99
886,4063,1,9648,"THEORY MERMAID","A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station","Deleted Scenes,Behind the Scenes",Animation,English,PG-13,184,5,0.99,9.99
